#Romname;Title;Emulator;Cloneof;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Favourite;Tags;PlayedCount;PlayedTime;FileIsAvailable
lastsold;The Last Soldier (Korean release of The Last Blade);mame;lastblad;1997;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;lastblad;The Last Blade / Bakumatsu Roman - Gekka no Kenshi (NGM-2340);;4;;;0;;1
lkage;The Legend of Kage;mame;;1984;Taito Corporation;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
lkageb;The Legend of Kage (bootleg set 1);mame;lkage;1984;bootleg;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;lkage;The Legend of Kage;;2;;;0;;1
lkageb2;The Legend of Kage (bootleg set 2);mame;lkage;1984;bootleg;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;lkage;The Legend of Kage;;2;;;0;;1
lkageb3;The Legend of Kage (bootleg set 3);mame;lkage;1984;bootleg;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;lkage;The Legend of Kage;;2;;;0;;1
lkageb4;The Legend of Kage (bootleg set 4);mame;lkage;1984;bootleg;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;lkage;The Legend of Kage;;2;;;0;;1
lkageo;The Legend of Kage (older);mame;lkage;1984;Taito Corporation;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;lkage;The Legend of Kage;;2;;;0;;1
lkageoo;The Legend of Kage (oldest);mame;lkage;1984;Taito Corporation;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;lkage;The Legend of Kage;;2;;;0;;1
silkroad;The Legend of Silkroad;mame;;1999;Unico;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
silkroada;The Legend of Silkroad (larger ROMs);mame;silkroad;1999;Unico;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;silkroad;The Legend of Silkroad;;3;;;0;;1
mastkin;The Masters of Kin;mame;;1988;Du Tech;Fighter / 2D;2P alt;0;joystick (8-way);preliminary;1;raster;;;;2;;;0;;1
ninjakj;The Ninja Kids (Japan);mame;ninjak;1990;Taito Corporation;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;ninjak;The Ninja Kids (World);;2;;;0;;1
ninjaku;The Ninja Kids (US);mame;ninjak;1990;Taito America Corporation;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;ninjak;The Ninja Kids (World);;2;;;0;;1
ninjak;The Ninja Kids (World);mame;;1990;Taito Corporation Japan;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
ninjawj;The Ninja Warriors (Japan);mame;ninjaw;1987;Taito Corporation;Fighter / 2D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;3;raster;ninjaw;The Ninja Warriors (World, later version);;2;;;0;;1
ninjawu;The Ninja Warriors (US, Romstar license);mame;ninjaw;1987;Taito Corporation America (licensed to Romstar);Fighter / 2D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;3;raster;ninjaw;The Ninja Warriors (World, later version);;2;;;0;;1
ninjaw1;The Ninja Warriors (World, earlier version);mame;ninjaw;1987;Taito Corporation Japan;Fighter / 2D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;3;raster;ninjaw;The Ninja Warriors (World, later version);;2;;;0;;1
ninjaw;The Ninja Warriors (World, later version);mame;;1987;Taito Corporation Japan;Fighter / 2D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;3;raster;;;;2;;;0;;1
punipic;The Punisher (bootleg with PIC16C57, set 1);mame;punisher;1993;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;punisher;The Punisher (World 930422);;2;;;0;;1
punipic2;The Punisher (bootleg with PIC16C57, set 2);mame;punisher;1993;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;punisher;The Punisher (World 930422);;2;;;0;;1
punipic3;The Punisher (bootleg with PIC16C57, set 3);mame;punisher;1993;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;punisher;The Punisher (World 930422);;2;;;0;;1
punisherh;The Punisher (Hispanic 930422);mame;punisher;1993;Capcom;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;punisher;The Punisher (World 930422);;2;;;0;;1
punisherj;The Punisher (Japan 930422);mame;punisher;1993;Capcom;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;punisher;The Punisher (World 930422);;2;;;0;;1
punisheru;The Punisher (USA 930422);mame;punisher;1993;Capcom;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;punisher;The Punisher (World 930422);;2;;;0;;1
punisher;The Punisher (World 930422);mame;;1993;Capcom;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
rumblef;The Rumble Fish;mame;;2004;Sammy / Dimps;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;awbios;Atomiswave BIOS;;6;;;0;;1
rumblefp;The Rumble Fish (prototype);mame;rumblef;2004;Sammy / Dimps;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;rumblef;The Rumble Fish;;6;;;0;;1
rumblef2;The Rumble Fish 2;mame;;2005;Sammy / Dimps;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;awbios;Atomiswave BIOS;;6;;;0;;1
rumblf2p;The Rumble Fish 2 (prototype);mame;rumblef2;2005;Sammy / Dimps;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;rumblef2;The Rumble Fish 2;;6;;;0;;1
simpsons2pa;The Simpsons (2 Players Asia);mame;simpsons;1991;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;simpsons;The Simpsons (4 Players World, set 1);;2;;;0;;1
simpsons2pj;The Simpsons (2 Players Japan);mame;simpsons;1991;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;simpsons;The Simpsons (4 Players World, set 1);;2;;;0;;1
simpsons2p;The Simpsons (2 Players World, set 1);mame;simpsons;1991;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;simpsons;The Simpsons (4 Players World, set 1);;2;;;0;;1
simpsons2p2;The Simpsons (2 Players World, set 2);mame;simpsons;1991;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;simpsons;The Simpsons (4 Players World, set 1);;2;;;0;;1
simpsons2p3;The Simpsons (2 Players World, set 3);mame;simpsons;1991;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;simpsons;The Simpsons (4 Players World, set 1);;2;;;0;;1
simpsons4pa;The Simpsons (4 Players Asia);mame;simpsons;1991;Konami;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;simpsons;The Simpsons (4 Players World, set 1);;2;;;0;;1
simpsons;The Simpsons (4 Players World, set 1);mame;;1991;Konami;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
simpsons4pe;The Simpsons (4 Players World, set 2);mame;simpsons;1991;Konami;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;simpsons;The Simpsons (4 Players World, set 1);;2;;;0;;1
superspy;The Super Spy (NGM-011 ~ NGH-011);mame;;1990;SNK;Fighter / Misc.;1P;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
theroes;Thunder Heroes;mame;;2001;Primetek Investments;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;0;;1
timekill100;Time Killers (v1.00);mame;timekill;1992;Strata/Incredible Technologies;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;timekill;Time Killers (v1.32);;5;;;0;;1
timekill120;Time Killers (v1.20, alternate ROM board);mame;timekill;1992;Strata/Incredible Technologies;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;timekill;Time Killers (v1.32);;5;;;0;;1
timekill121a;Time Killers (v1.21, alternate ROM board);mame;timekill;1992;Strata/Incredible Technologies;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;timekill;Time Killers (v1.32);;5;;;0;;1
timekill121;Time Killers (v1.21);mame;timekill;1992;Strata/Incredible Technologies;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;timekill;Time Killers (v1.32);;5;;;0;;1
timekill131;Time Killers (v1.31);mame;timekill;1992;Strata/Incredible Technologies;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;timekill;Time Killers (v1.32);;5;;;0;;1
timekill;Time Killers (v1.32);mame;;1992;Strata/Incredible Technologies;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;5;;;0;;1
timekill132i;Time Killers (v1.32I);mame;timekill;1992;Strata/Incredible Technologies;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;timekill;Time Killers (v1.32);;5;;;0;;1
topbladv;Top Blade V;mame;;2003;SonoKong / Expotato;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;crysbios;Crystal System BIOS;;2;;;0;;1
thegladpcba;Tougenkyou - Road of the Sword (M68k label V100) (ARM label V100, ROM 02/25/03 SHEN JIAN) (Japan, JAMMA PCB);mame;theglad;2003;IGS (Alta/AMI license);Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;theglad;The Gladiator / Shen Jian Fu Mo Lu / Shen Jian Fengyun (M68k label V101) (ARM label V107, ROM 06/06/03 SHEN JIAN V107);;4;;;0;;1
thegladpcb;Tougenkyou - Road of the Sword (M68k label V100) (ARM label V101, ROM 03/13/03 SHEN JIAN) (Japan, JAMMA PCB);mame;theglad;2003;IGS (Alta/AMI license);Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;theglad;The Gladiator / Shen Jian Fu Mo Lu / Shen Jian Fengyun (M68k label V101) (ARM label V107, ROM 06/06/03 SHEN JIAN V107);;4;;;0;;1
tturfbl;Tough Turf (Datsu bootleg);mame;tturf;1989;bootleg (Datsu);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;tturf;Tough Turf (set 2, Japan) (8751 317-0104);;3;;;0;;1
tturfu;Tough Turf (set 1, US) (8751 317-0099);mame;tturf;1989;Sega / Sunsoft;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;tturf;Tough Turf (set 2, Japan) (8751 317-0104);;3;;;0;;1
tturf;Tough Turf (set 2, Japan) (8751 317-0104);mame;;1989;Sega / Sunsoft;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
tkdenshoa;Toukidenshou - Angel Eyes (VER. 960427);mame;tkdensho;1996;Tecmo;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;tkdensho;Toukidenshou - Angel Eyes (VER. 960614);;4;;;0;;1
tkdensho;Toukidenshou - Angel Eyes (VER. 960614);mame;;1996;Tecmo;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;0;;1
elandore;Touryuu Densetsu Elan-Doree / Elan Doree - Legend of Dragoon (JUET 980922 V1.006);mame;;1998;Sai-Mate;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;stvbios;ST-V Bios;;6;;;0;;1
karatblzj;Toushin Blazers (Japan, Tecmo license);mame;karatblz;1991;Video System Co. (Tecmo license);Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;karatblz;Karate Blazers (World, set 1);;4;;;0;;1
toyfight;Toy Fighter;mame;;1999;Sega / Anchor Inc.;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;NAOMI BIOS;;6;;;0;;1
tbeastw2;Transformers Beast Wars II;mame;;1998;Sigma / Transformer Production Company / Takara;Fighter / Versus;1P;0;gambling;good;1;raster;;;;5;;;0;;1
pc_trjan;Trojan (PlayChoice-10);mame;;1986;Capcom USA (Nintendo of America license);Fighter / 2D;2P sim;0;joystick (8-way),joystick (8-way);good;2;raster;playch10;PlayChoice-10 BIOS;;2;;;0;;1
tsurugie;Tsurugi (ver EAB, alt);mame;tsurugi;2002;Konami;Fighter / 3D;1P;0;only_buttons;preliminary;1;raster;tsurugi;Tsurugi (ver EAB);chd;2;;;0;;1
tsurugi;Tsurugi (ver EAB);mame;;2002;Konami;Fighter / 3D;1P;0;only_buttons;preliminary;1;raster;kviper;Konami Viper BIOS;chd;2;;;0;;1
tsurugij;Tsurugi (ver JAC);mame;tsurugi;2002;Konami;Fighter / 3D;1P;0;only_buttons;preliminary;1;raster;tsurugi;Tsurugi (ver EAB);chd;2;;;0;;1
umk3r10;Ultimate Mortal Kombat 3 (rev 1.0);mame;umk3;1994;Midway;Fighter / Versus;8P alt / 2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;umk3;Ultimate Mortal Kombat 3 (rev 1.2);;6;;;0;;1
umk3r11;Ultimate Mortal Kombat 3 (rev 1.1);mame;umk3;1994;Midway;Fighter / Versus;8P alt / 2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;umk3;Ultimate Mortal Kombat 3 (rev 1.2);;6;;;0;;1
umk3;Ultimate Mortal Kombat 3 (rev 1.2);mame;;1994;Midway;Fighter / Versus;8P alt / 2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;6;;;0;;1
utoukond;Ultra Toukon Densetsu (Japan);mame;;1993;Banpresto / Tsuburaya Productions;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
ultraman;Ultraman (Japan);mame;;1991;Banpresto / Bandai;Fighter / Versus;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
uccopsaru;Undercover Cops - Alpha Renewal Version (US);mame;uccops;1992;Irem America;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;uccops;Undercover Cops (World);;2;;;0;;1
uccopsar;Undercover Cops - Alpha Renewal Version (World);mame;uccops;1992;Irem;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;uccops;Undercover Cops (World);;2;;;0;;1
uccopsj;Undercover Cops (Japan);mame;uccops;1992;Irem;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;uccops;Undercover Cops (World);;2;;;0;;1
uccopsu;Undercover Cops (US);mame;uccops;1992;Irem;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;uccops;Undercover Cops (World);;2;;;0;;1
uccops;Undercover Cops (World);mame;;1992;Irem;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
bbprot;unknown fighting game 'BB' (prototype);mame;;199?;;Fighter / Versus;1P;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;6;;;0;;1
vamphalfr1;Vamf x1/2 (Europe, version 1.0.0903);mame;vamphalf;1999;Danbi / F2 System;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vamphalf;Vamf x1/2 (Europe, version 1.1.0908);;4;;;0;;1
vamphalf;Vamf x1/2 (Europe, version 1.1.0908);mame;;1999;Danbi / F2 System;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;0;;1
vamphalfk;Vamp x1/2 (Korea, version 1.1.0908);mame;vamphalf;1999;Danbi / F2 System;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vamphalf;Vamf x1/2 (Europe, version 1.1.0908);;4;;;0;;1
vhunt2d;Vampire Hunter 2: Darkstalkers Revenge (Japan 970913 Phoenix Edition) (bootleg);mame;vhunt2;1997;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vhunt2;Vampire Hunter 2: Darkstalkers Revenge (Japan 970929);;6;;;0;;1
vhunt2r1;Vampire Hunter 2: Darkstalkers Revenge (Japan 970913);mame;vhunt2;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vhunt2;Vampire Hunter 2: Darkstalkers Revenge (Japan 970929);;6;;;0;;1
vhunt2;Vampire Hunter 2: Darkstalkers Revenge (Japan 970929);mame;;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;6;;;0;;1
vhuntjr2;Vampire Hunter: Darkstalkers' Revenge (Japan 950302);mame;nwarr;1995;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;nwarr;Night Warriors: Darkstalkers' Revenge (Euro 950316);;6;;;0;;1
vhuntjr1s;Vampire Hunter: Darkstalkers' Revenge (Japan 950307 stop version);mame;nwarr;1995;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;nwarr;Night Warriors: Darkstalkers' Revenge (Euro 950316);;6;;;0;;1
vhuntjr1;Vampire Hunter: Darkstalkers' Revenge (Japan 950307);mame;nwarr;1995;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;nwarr;Night Warriors: Darkstalkers' Revenge (Euro 950316);;6;;;0;;1
vhuntj;Vampire Hunter: Darkstalkers' Revenge (Japan 950316);mame;nwarr;1995;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;nwarr;Night Warriors: Darkstalkers' Revenge (Euro 950316);;6;;;0;;1
vsav2d;Vampire Savior 2: The Lord of Vampire (Japan 970913 Phoenix Edition) (bootleg);mame;vsav2;1997;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vsav2;Vampire Savior 2: The Lord of Vampire (Japan 970913);;6;;;0;;1
vsav2;Vampire Savior 2: The Lord of Vampire (Japan 970913);mame;;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;6;;;0;;1
vsava;Vampire Savior: The Lord of Vampire (Asia 970519);mame;vsav;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vsav;Vampire Savior: The Lord of Vampire (Euro 970519);;6;;;0;;1
vsavb;Vampire Savior: The Lord of Vampire (Brazil 970519);mame;vsav;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vsav;Vampire Savior: The Lord of Vampire (Euro 970519);;6;;;0;;1
vsavd;Vampire Savior: The Lord of Vampire (Euro 970519 Phoenix Edition) (bootleg);mame;vsav;1997;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vsav;Vampire Savior: The Lord of Vampire (Euro 970519);;6;;;0;;1
vsav;Vampire Savior: The Lord of Vampire (Euro 970519);mame;;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;6;;;0;;1
vsavh;Vampire Savior: The Lord of Vampire (Hispanic 970519);mame;vsav;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vsav;Vampire Savior: The Lord of Vampire (Euro 970519);;6;;;0;;1
vsavj;Vampire Savior: The Lord of Vampire (Japan 970519);mame;vsav;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vsav;Vampire Savior: The Lord of Vampire (Euro 970519);;6;;;0;;1
vsavu;Vampire Savior: The Lord of Vampire (USA 970519);mame;vsav;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vsav;Vampire Savior: The Lord of Vampire (Euro 970519);;6;;;0;;1
vampjr1;Vampire: The Night Warriors (Japan 940630);mame;dstlk;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;dstlk;Darkstalkers: The Night Warriors (Euro 940705);;6;;;0;;1
vampja;Vampire: The Night Warriors (Japan 940705 alt);mame;dstlk;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;dstlk;Darkstalkers: The Night Warriors (Euro 940705);;6;;;0;;1
vampj;Vampire: The Night Warriors (Japan 940705);mame;dstlk;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;dstlk;Darkstalkers: The Night Warriors (Euro 940705);;6;;;0;;1
vandykeb;Vandyke (bootleg with PIC16c57);mame;vandyke;1990;bootleg;Fighter / Vertical;2P sim;270;joystick (8-way),joystick (8-way);preliminary;1;raster;vandyke;Vandyke (Japan);;2;;;0;;1
vandykejal;Vandyke (Jaleco, set 1);mame;vandyke;1990;UPL (Jaleco license);Fighter / Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;vandyke;Vandyke (Japan);;2;;;0;;1
vandykejal2;Vandyke (Jaleco, set 2);mame;vandyke;1990;UPL (Jaleco license);Fighter / Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;vandyke;Vandyke (Japan);;2;;;0;;1
vandyke;Vandyke (Japan);mame;;1990;UPL;Fighter / Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
vendetta2pd;Vendetta (Asia, 2 Players, ver. D);mame;vendetta;1991;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vendetta;Vendetta (World, 4 Players, ver. T);;2;;;0;;1
vendetta2pu;Vendetta (Asia, 2 Players, ver. U);mame;vendetta;1991;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vendetta;Vendetta (World, 4 Players, ver. T);;2;;;0;;1
vendettaz;Vendetta (Asia, 4 Players, ver. Z);mame;vendetta;1991;Konami;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;vendetta;Vendetta (World, 4 Players, ver. T);;2;;;0;;1
vendettar;Vendetta (US, 4 Players, ver. R);mame;vendetta;1991;Konami;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;vendetta;Vendetta (World, 4 Players, ver. T);;2;;;0;;1
vendetta2pun;Vendetta (World, 2 Players, ver. ?);mame;vendetta;1991;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vendetta;Vendetta (World, 4 Players, ver. T);;2;;;0;;1
vendetta2peba;Vendetta (World, 2 Players, ver. EB-A?);mame;vendetta;1991;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vendetta;Vendetta (World, 4 Players, ver. T);;2;;;0;;1
vendetta2pw;Vendetta (World, 2 Players, ver. W);mame;vendetta;1991;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vendetta;Vendetta (World, 4 Players, ver. T);;2;;;0;;1
vendettaun;Vendetta (World, 4 Players, ver. ?);mame;vendetta;1991;Konami;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;vendetta;Vendetta (World, 4 Players, ver. T);;2;;;0;;1
vendetta;Vendetta (World, 4 Players, ver. T);mame;;1991;Konami;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
vcircle;Vicious Circle (prototype);mame;;1996;Atari Games;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;chd;6;;;0;;1
viofightj;Violence Fight (Japan);mame;viofight;1989;Taito Corporation;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;viofight;Violence Fight (World);;3;;;0;;1
viofightu;Violence Fight (US);mame;viofight;1989;Taito America Corporation;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;viofight;Violence Fight (World);;3;;;0;;1
viofight;Violence Fight (World);mame;;1989;Taito Corporation Japan;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
viostormabbl;Violent Storm (ver AAB, bootleg);mame;viostorm;1993;bootleg;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;viostorm;Violent Storm (ver EAC);;3;;;0;;1
viostormab;Violent Storm (ver AAB);mame;viostorm;1993;Konami;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;viostorm;Violent Storm (ver EAC);;3;;;0;;1
viostorma;Violent Storm (ver AAC);mame;viostorm;1993;Konami;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;viostorm;Violent Storm (ver EAC);;3;;;0;;1
viostormeb;Violent Storm (ver EAB);mame;viostorm;1993;Konami;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;viostorm;Violent Storm (ver EAC);;3;;;0;;1
viostorm;Violent Storm (ver EAC);mame;;1993;Konami;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
viostormj;Violent Storm (ver JAC);mame;viostorm;1993;Konami;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;viostorm;Violent Storm (ver EAC);;3;;;0;;1
viostormub;Violent Storm (ver UAB);mame;viostorm;1993;Konami;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;viostorm;Violent Storm (ver EAC);;3;;;0;;1
viostormu;Violent Storm (ver UAC);mame;viostorm;1993;Konami;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;viostorm;Violent Storm (ver EAC);;3;;;0;;1
vf;Virtua Fighter;mame;;1993;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;3;;;0;;1
vf2o;Virtua Fighter 2;mame;vf2;1994;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;vf2;Virtua Fighter 2 (Version 2.1);;3;;;0;;1
vf2a;Virtua Fighter 2 (Revision A);mame;vf2;1994;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;vf2;Virtua Fighter 2 (Version 2.1);;3;;;0;;1
