#Romname;Title;Emulator;Cloneof;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Favourite;Tags;PlayedCount;PlayedTime;FileIsAvailable
sfiiia;Street Fighter III: New Generation (Asia 970204);mame;sfiii;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfiii;Street Fighter III: New Generation (Euro 970204);chd;6;;;0;;1
sfiii;Street Fighter III: New Generation (Euro 970204);mame;;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;chd;6;;;0;;1
sfiiih;Street Fighter III: New Generation (Hispanic 970204);mame;sfiii;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfiii;Street Fighter III: New Generation (Euro 970204);chd;6;;;0;;1
sfiiij;Street Fighter III: New Generation (Japan 970204);mame;sfiii;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfiii;Street Fighter III: New Generation (Euro 970204);chd;6;;;0;;1
sfiiiu;Street Fighter III: New Generation (USA 970204);mame;sfiii;1997;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfiii;Street Fighter III: New Generation (Euro 970204);chd;6;;;0;;1
sfzar1;Street Fighter Zero (Asia 950605);mame;sfa;1995;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa;Street Fighter Alpha: Warriors' Dreams (Euro 950727);;6;;;0;;1
sfza;Street Fighter Zero (Asia 950627);mame;sfa;1995;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa;Street Fighter Alpha: Warriors' Dreams (Euro 950727);;6;;;0;;1
sfzbr1;Street Fighter Zero (Brazil 950727);mame;sfa;1995;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa;Street Fighter Alpha: Warriors' Dreams (Euro 950727);;6;;;0;;1
sfzb;Street Fighter Zero (Brazil 951109);mame;sfa;1995;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa;Street Fighter Alpha: Warriors' Dreams (Euro 950727);;6;;;0;;1
sfzhr1;Street Fighter Zero (Hispanic 950627);mame;sfa;1995;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa;Street Fighter Alpha: Warriors' Dreams (Euro 950727);;6;;;0;;1
sfzh;Street Fighter Zero (Hispanic 950718);mame;sfa;1995;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa;Street Fighter Alpha: Warriors' Dreams (Euro 950727);;6;;;0;;1
sfzjr2;Street Fighter Zero (Japan 950605);mame;sfa;1995;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa;Street Fighter Alpha: Warriors' Dreams (Euro 950727);;6;;;0;;1
sfzjr1;Street Fighter Zero (Japan 950627);mame;sfa;1995;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa;Street Fighter Alpha: Warriors' Dreams (Euro 950727);;6;;;0;;1
sfzj;Street Fighter Zero (Japan 950727);mame;sfa;1995;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa;Street Fighter Alpha: Warriors' Dreams (Euro 950727);;6;;;0;;1
sfz2ad;Street Fighter Zero 2 (Asia 960227 Phoenix Edition) (bootleg);mame;sfa2;1996;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa2;Street Fighter Alpha 2 (Euro 960229);;6;;;0;;1
sfz2a;Street Fighter Zero 2 (Asia 960227);mame;sfa2;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa2;Street Fighter Alpha 2 (Euro 960229);;6;;;0;;1
sfz2br1;Street Fighter Zero 2 (Brazil 960304);mame;sfa2;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa2;Street Fighter Alpha 2 (Euro 960229);;6;;;0;;1
sfz2b;Street Fighter Zero 2 (Brazil 960531);mame;sfa2;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa2;Street Fighter Alpha 2 (Euro 960229);;6;;;0;;1
sfz2h;Street Fighter Zero 2 (Hispanic 960304);mame;sfa2;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa2;Street Fighter Alpha 2 (Euro 960229);;6;;;0;;1
sfz2jd;Street Fighter Zero 2 (Japan 960227 Phoenix Edition) (bootleg);mame;sfa2;1996;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa2;Street Fighter Alpha 2 (Euro 960229);;6;;;0;;1
sfz2jr1;Street Fighter Zero 2 (Japan 960227);mame;sfa2;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa2;Street Fighter Alpha 2 (Euro 960229);;6;;;0;;1
sfz2j;Street Fighter Zero 2 (Japan 960430);mame;sfa2;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa2;Street Fighter Alpha 2 (Euro 960229);;6;;;0;;1
sfz2n;Street Fighter Zero 2 (Oceania 960229);mame;sfa2;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa2;Street Fighter Alpha 2 (Euro 960229);;6;;;0;;1
sfz2alr1;Street Fighter Zero 2 Alpha (Asia 960805);mame;sfz2al;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfz2al;Street Fighter Zero 2 Alpha (Asia 960826);;6;;;0;;1
sfz2ald;Street Fighter Zero 2 Alpha (Asia 960826 Phoenix Edition) (bootleg);mame;sfz2al;1996;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfz2al;Street Fighter Zero 2 Alpha (Asia 960826);;6;;;0;;1
sfz2al;Street Fighter Zero 2 Alpha (Asia 960826);mame;;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;6;;;0;;1
sfz2alb;Street Fighter Zero 2 Alpha (Brazil 960813);mame;sfz2al;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfz2al;Street Fighter Zero 2 Alpha (Asia 960826);;6;;;0;;1
sfz2alh;Street Fighter Zero 2 Alpha (Hispanic 960813);mame;sfz2al;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfz2al;Street Fighter Zero 2 Alpha (Asia 960826);;6;;;0;;1
sfz2alj;Street Fighter Zero 2 Alpha (Japan 960805);mame;sfz2al;1996;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfz2al;Street Fighter Zero 2 Alpha (Asia 960826);;6;;;0;;1
sfz3ar1;Street Fighter Zero 3 (Asia 980701);mame;sfa3;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa3;Street Fighter Alpha 3 (Euro 980904);;6;;;0;;1
sfz3a;Street Fighter Zero 3 (Asia 980904);mame;sfa3;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa3;Street Fighter Alpha 3 (Euro 980904);;6;;;0;;1
sfz3jr2d;Street Fighter Zero 3 (Japan 980629 Phoenix Edition) (bootleg);mame;sfa3;1998;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa3;Street Fighter Alpha 3 (Euro 980904);;6;;;0;;1
sfz3jr2;Street Fighter Zero 3 (Japan 980629);mame;sfa3;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa3;Street Fighter Alpha 3 (Euro 980904);;6;;;0;;1
sfz3jr1;Street Fighter Zero 3 (Japan 980727);mame;sfa3;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa3;Street Fighter Alpha 3 (Euro 980904);;6;;;0;;1
sfz3j;Street Fighter Zero 3 (Japan 980904);mame;sfa3;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sfa3;Street Fighter Alpha 3 (Euro 980904);;6;;;0;;1
sfz3ugd;Street Fighter Zero 3 Upper (Japan) (GDL-0002);mame;;2001;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;NAOMI GD-ROM BIOS;chd;6;;;0;;1
sftm110;Street Fighter: The Movie (v1.10);mame;sftm;1995;Capcom / Incredible Technologies;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sftm;Street Fighter: The Movie (v1.12);;6;;;0;;1
sftm111;Street Fighter: The Movie (v1.11);mame;sftm;1995;Capcom / Incredible Technologies;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sftm;Street Fighter: The Movie (v1.12);;6;;;0;;1
sftm;Street Fighter: The Movie (v1.12);mame;;1995;Capcom / Incredible Technologies;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;6;;;0;;1
sftmj112;Street Fighter: The Movie (v1.12N, Japan);mame;sftm;1995;Capcom / Incredible Technologies;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sftm;Street Fighter: The Movie (v1.12);;6;;;0;;1
sftmj114;Street Fighter: The Movie (v1.14N, Japan);mame;sftm;1995;Capcom / Incredible Technologies;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;sftm;Street Fighter: The Movie (v1.12);;6;;;0;;1
sfootbal;Street Football (11/12/86);mame;;1986;Bally/Sente;Sports / Football;2P sim;0;joystick (analog),joystick (analog);good;1;raster;;;;1;;;0;;1
streetgr3;Street Games (Revision 3);mame;streetg;1993;New Image Technologies;MultiGame / Compilation;1;0;lightgun,keyboard;preliminary;1;raster;streetg;Street Games (Revision 4);;103;;;0;;1
streetg;Street Games (Revision 4);mame;;1993;New Image Technologies;MultiGame / Compilation;1;0;lightgun,keyboard;preliminary;1;raster;;;;103;;;0;;1
streetg2r5;Street Games II (Revision 5);mame;streetg2;1993;New Image Technologies;MultiGame / Compilation;2P alt;0;lightgun,keyboard;preliminary;1;raster;streetg2;Street Games II (Revision 7C);;103;;;0;;1
streetg2;Street Games II (Revision 7C);mame;;1993;New Image Technologies;MultiGame / Compilation;2P alt;0;lightgun,keyboard;preliminary;1;raster;;;;103;;;0;;1
strtheat;Street Heat (set 1, newer?);mame;;1985;Epos Corporation;Shooter / Driving (chase view);2P alt;270;joystick (2-way),dial,joystick (2-way),dial;good;1;raster;;;;3;;;0;;1
strtheata;Street Heat (set 2, older?);mame;strtheat;1985;Epos Corporation;Shooter / Driving (chase view);2P alt;270;joystick (2-way),dial,joystick (2-way),dial;good;1;raster;strtheat;Street Heat (set 1, newer?);;3;;;0;;1
strhoop;Street Hoop / Street Slam / Dunk Dream (DEM-004 ~ DEH-004);mame;;1994;Data East Corporation;Sports / Basketball;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
streetsmj;Street Smart (Japan version 1);mame;streetsm;1989;SNK;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;streetsm;Street Smart (US version 2);;3;;;0;;1
streetsm1;Street Smart (US version 1);mame;streetsm;1989;SNK;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;streetsm;Street Smart (US version 2);;3;;;0;;1
streetsm;Street Smart (US version 2);mame;;1989;SNK;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
streetsmw;Street Smart (World version 1);mame;streetsm;1989;SNK;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;streetsm;Street Smart (US version 2);;3;;;0;;1
ffightjh;Street Smart / Final Fight (Japan, hack);mame;ffight;1989;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;ffight;Final Fight (World, set 1);;3;;;0;;1
mt_srage;Streets of Rage (Mega-Tech);mame;;1991;Sega;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);preliminary;2;raster;megatech;Mega-Tech;;4;;;0;;1
mp_sor2;Streets of Rage II (Mega Play);mame;;1993;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;megaplay;Mega Play BIOS;;3;;;0;;1
strnskil;Strength & Skill;mame;;1984;Sun Electronics;Sports / Misc.;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
stress;Stress Busters (J 981020 V1.000);mame;;1998;Sega;Misc. / Unknown;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;stvbios;ST-V Bios;;4;;;0;;1
strider;Strider (USA, B-Board 89624B-2);mame;;1989;Capcom;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
striderua;Strider (USA, B-Board 89624B-3);mame;strider;1989;Capcom;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;strider;Strider (USA, B-Board 89624B-2);;3;;;0;;1
strideruc;Strider (USA, B-Board 90629B-3, buggy Street Fighter II conversion);mame;strider;1989;bootleg (Capcom);Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;strider;Strider (USA, B-Board 89624B-2);;3;;;0;;1
strider2a;Strider 2 (Asia 991213);mame;strider2;1999;Capcom;Platform / Fighter Scrolling;1P;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;strider2;Strider 2 (Euro 991213);;3;;;0;;1
strider2;Strider 2 (Euro 991213);mame;;1999;Capcom;Platform / Fighter Scrolling;1P;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;coh3002c;ZN2;;3;;;0;;1
strider2u;Strider 2 (USA 991213);mame;strider2;1999;Capcom;Platform / Fighter Scrolling;1P;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;strider2;Strider 2 (Euro 991213);;3;;;0;;1
striderjr;Strider Hiryu (Japan Resale Ver.);mame;strider;1989;Capcom;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;strider;Strider (USA, B-Board 89624B-2);;3;;;0;;1
striderj;Strider Hiryu (Japan);mame;strider;1989;Capcom;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;strider;Strider (USA, B-Board 89624B-2);;3;;;0;;1
shiryu2;Strider Hiryu 2 (Japan 991213);mame;strider2;1999;Capcom;Platform / Fighter Scrolling;1P;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;strider2;Strider 2 (Euro 991213);;3;;;0;;1
sbowling;Strike Bowling;mame;;1982;Taito Corporation;Sports / Bowling;2P alt;90;trackball,only_buttons;imperfect;1;raster;;;;1;;;0;;1
strkfgtrj;Strike Fighter (Japan);mame;strkfgtr;1991;Sega;Shooter / Flying 1st Person;1P;0;joystick (analog);good;1;raster;strkfgtr;Strike Fighter (World);;3;;;0;;1
strkfgtr;Strike Fighter (World);mame;;1991;Sega;Shooter / Flying 1st Person;1P;0;joystick (analog);good;1;raster;;;;3;;;0;;1
strkforc;Strike Force (rev 1 02/25/91);mame;;1991;Midway;Shooter / Flying;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
stg;Strike Gunner S.T.G;mame;;1991;Athena / Tecmo;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
strkzone;Strike Zone Baseball;mame;;1988;Leland Corporation;Sports / Baseball;2P alt;0;joystick (analog),joystick (analog);good;1;raster;;;;6;;;0;;1
s1945bl;Strikers 1945 (Hong Kong, bootleg);mame;s1945;1995;bootleg;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;s1945;Strikers 1945 (World);;3;;;0;;1
s1945a;Strikers 1945 (Japan / World);mame;s1945;1995;Psikyo;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;s1945;Strikers 1945 (World);;3;;;0;;1
s1945nj;Strikers 1945 (Japan, unprotected);mame;s1945;1995;Psikyo;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;s1945;Strikers 1945 (World);;3;;;0;;1
s1945j;Strikers 1945 (Japan);mame;s1945;1995;Psikyo;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;s1945;Strikers 1945 (World);;3;;;0;;1
s1945k;Strikers 1945 (Korea);mame;s1945;1995;Psikyo;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;s1945;Strikers 1945 (World);;3;;;0;;1
s1945n;Strikers 1945 (World, unprotected);mame;s1945;1995;Psikyo;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;s1945;Strikers 1945 (World);;3;;;0;;1
s1945;Strikers 1945 (World);mame;;1995;Psikyo;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
s1945ii;Strikers 1945 II;mame;;1997;Psikyo;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
s1945iii;Strikers 1945 III (World) / Strikers 1999 (Japan);mame;;1999;Psikyo;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
s1945iiibl;Strikers 1945 III (World) / Strikers 1999 (Japan) (bootleg);mame;s1945iii;1999;bootleg;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);preliminary;1;raster;s1945iii;Strikers 1945 III (World) / Strikers 1999 (Japan);;3;;;0;;1
s1945p;Strikers 1945 Plus;mame;;1999;Psikyo;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
strongx;Strong X;mame;stratgyx;1982;bootleg;Shooter / Driving Vertical;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;stratgyx;Strategy X;;3;;;0;;1
stuntair;Stunt Air;mame;;1983;Nuova Videotron;Shooter / Flying Vertical;2P alt;90;joystick (8-way);imperfect;1;raster;;;;2;;;0;;1
styphp;Stunt Typhoon Plus (Ver 2.04 J);mame;;2000;Taito;Driving / Race (chase view);1P;0;paddle,pedal;preliminary;1;raster;taitotz;Type Zero BIOS;chd;4;;;0;;1
subhunt;Sub Hunter (Gremlin / Taito);mame;depthch;1977;Gremlin (Taito license);Shooter / Gallery;1P;0;joystick (2-way);imperfect;1;raster;depthch;Depthcharge;;2;;;0;;1
subhuntr;Sub Hunter (Model Racing);mame;;1979;Model Racing;Shooter / Gallery;1;0;;preliminary;1;raster;;;;0;;;0;;1
sub;Submarine (Sigma);mame;;1985;Sigma Enterprises Inc.;Shooter / Misc. Horizontal;2P alt;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
subroc3d;Subroc-3D;mame;;1982;Sega;Shooter / Flying 1st Person;1P;0;joystick (8-way);imperfect;1;raster;;;;1;;;0;;1
subs;Subs;mame;;1977;Atari;Shooter / Field;2P sim;0;dial,dial;imperfect;2;raster;;;;1;;;0;;1
scessjoe;Success Joe (World);mame;;1990;Taito Corporation / Wave;Sports / Boxing;2P alt;0;joystick (4-way),joystick (4-way);good;1;raster;;;;2;;;0;;1
suikoenb;Suiko Enbu / Outlaws of the Lost Dynasty (JUETL 950314 V2.001);mame;;1995;Data East;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;stvbios;ST-V Bios;;6;;;0;;1
sundance;Sundance;mame;;1979;Cinematronics;Puzzle / Misc.;2P sim;270;only_buttons,only_buttons;good;1;vector;;;;1;;;0;;1
ssridersabd;Sunset Riders (2 Players ver ABD);mame;ssriders;1991;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;ssriders;Sunset Riders (4 Players ver EAC);;2;;;0;;1
ssridersebc;Sunset Riders (2 Players ver EBC);mame;ssriders;1991;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;ssriders;Sunset Riders (4 Players ver EAC);;2;;;0;;1
ssridersebd;Sunset Riders (2 Players ver EBD);mame;ssriders;1991;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;ssriders;Sunset Riders (4 Players ver EAC);;2;;;0;;1
ssridersjbd;Sunset Riders (2 Players ver JBD);mame;ssriders;1991;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;ssriders;Sunset Riders (4 Players ver EAC);;2;;;0;;1
ssridersubc;Sunset Riders (2 Players ver UBC);mame;ssriders;1991;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;ssriders;Sunset Riders (4 Players ver EAC);;2;;;0;;1
ssridersadd;Sunset Riders (4 Players ver ADD);mame;ssriders;1991;Konami;Platform / Shooter Scrolling;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;ssriders;Sunset Riders (4 Players ver EAC);;2;;;0;;1
ssriderseaa;Sunset Riders (4 Players ver EAA);mame;ssriders;1991;Konami;Platform / Shooter Scrolling;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;ssriders;Sunset Riders (4 Players ver EAC);;2;;;0;;1
ssriders;Sunset Riders (4 Players ver EAC);mame;;1991;Konami;Platform / Shooter Scrolling;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;0;;1
ssridersjac;Sunset Riders (4 Players ver JAC);mame;ssriders;1991;Konami;Platform / Shooter Scrolling;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;ssriders;Sunset Riders (4 Players ver EAC);;2;;;0;;1
ssridersjad;Sunset Riders (4 Players ver JAD);mame;ssriders;1991;Konami;Platform / Shooter Scrolling;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;ssriders;Sunset Riders (4 Players ver EAC);;2;;;0;;1
ssridersuab;Sunset Riders (4 Players ver UAB);mame;ssriders;1991;Konami;Platform / Shooter Scrolling;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;ssriders;Sunset Riders (4 Players ver EAC);;2;;;0;;1
ssridersuac;Sunset Riders (4 Players ver UAC);mame;ssriders;1991;Konami;Platform / Shooter Scrolling;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;ssriders;Sunset Riders (4 Players ver EAC);;2;;;0;;1
ssridersuda;Sunset Riders (4 Players ver UDA);mame;ssriders;1991;Konami;Platform / Shooter Scrolling;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;ssriders;Sunset Riders (4 Players ver EAC);;2;;;0;;1
ssridersb;Sunset Riders (bootleg 4 Players ver ADD);mame;ssriders;1991;bootleg;Platform / Shooter Scrolling;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;ssriders;Sunset Riders (4 Players ver EAC);;2;;;0;;1
srmdb;Sunset Riders (bootleg of Mega Drive version);mame;;1993;bootleg / Konami;Shooter / Misc. Horizontal;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
ssriders2;Sunset Riders 2 (bootleg 4 Players ver ADD);mame;ssriders;1991;bootleg;Platform / Shooter Scrolling;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;ssriders;Sunset Riders (4 Players ver EAC);;2;;;0;;1
superabco;Super ABC (Pac-Man multigame kit, Mar. 08 1999);mame;superabc;1999;hack (Two-Bit Score);MultiGame / Compilation;2P alt;90;joystick (4-way),joystick (4-way);good;1;raster;superabc;Super ABC (Pac-Man multigame kit, Sep. 03 1999);;0;;;0;;1
superabc;Super ABC (Pac-Man multigame kit, Sep. 03 1999);mame;;1999;hack (Two-Bit Score);MultiGame / Compilation;2P alt;90;joystick (4-way),joystick (4-way);good;1;raster;;;;0;;;0;;1
csuperas;Super Astro Fighter (DECO Cassette) (US);mame;;1981;Data East Corporation;Shooter / Gallery;2P alt;270;joystick (8-way),joystick (analog),joystick (8-way),joystick (analog);good;1;raster;decocass;DECO Cassette System;;2;;;0;;1
sathena;Super Athena (bootleg);mame;athena;1987;bootleg;Platform / Fighter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;athena;Athena;;2;;;0;;1
sbagmani;Super Bagman (Itisa, Spain);mame;sbagman;1984;Valadon Automation (Itisa license);Platform / Run Jump;2P alt;90;joystick (4-way),joystick (4-way);preliminary;1;raster;sbagman;Super Bagman (version 5);;2;;;0;;1
sbagmans;Super Bagman (Stern Electronics);mame;sbagman;1984;Valadon Automation (Stern Electronics license);Platform / Run Jump;2P alt;270;joystick (4-way),joystick (4-way);good;1;raster;sbagman;Super Bagman (version 5);;2;;;0;;1
sbagman2;Super Bagman (version 3?);mame;sbagman;1984;Valadon Automation;Platform / Run Jump;2P alt;270;joystick (4-way),joystick (4-way);good;1;raster;sbagman;Super Bagman (version 5);;2;;;0;;1
sbagman;Super Bagman (version 5);mame;;1984;Valadon Automation;Platform / Run Jump;2P alt;270;joystick (4-way),joystick (4-way);good;1;raster;;;;2;;;0;;1
superbar;Super Bar;mame;wiggie;1994;Promat;Ball & Paddle / Breakout;2P alt;270;joystick (8-way),joystick (8-way);imperfect;1;raster;wiggie;Wiggie Waggie;;2;;;0;;1
dblplay;Super Baseball Double Play Home Run Derby;mame;;1987;Leland Corporation / Tradewest;Sports / Baseball;2P sim;0;joystick (analog),joystick (analog);good;1;raster;;;;6;;;0;;1
sbaskete;Super Basketball (version E, encrypted);mame;sbasketb;1984;Konami;Sports / Basketball;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;sbasketb;Super Basketball (version I, encrypted);;3;;;0;;1
sbasketg;Super Basketball (version G, encrypted);mame;sbasketb;1984;Konami;Sports / Basketball;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;sbasketb;Super Basketball (version I, encrypted);;3;;;0;;1
sbasketh;Super Basketball (version H, unprotected);mame;sbasketb;1984;Konami;Sports / Basketball;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;sbasketb;Super Basketball (version I, encrypted);;3;;;0;;1
sbasketb;Super Basketball (version I, encrypted);mame;;1984;Konami;Sports / Basketball;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
sbdk;Super Bike (DK conversion);mame;superbik;1984;Century Electronics;Shooter / Driving Horizontal;2P alt;270;joystick (8-way);good;1;raster;superbik;Superbike;;2;;;0;;1
sbishi;Super Bishi Bashi Champ (ver JAA, 2 Players);mame;;1998;Konami;Multiplay / Mini-Games;3P sim;0;only_buttons,only_buttons;imperfect;1;raster;;;;3;;;0;;1
